模板组 ID,编号,表单名,路径,部门,entities,chain,basis
FG-governance-maintenance-support-01,GRSS-GC-JL-10,维护保养记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/维护保养记录.md,工程部,"Employee, Location, MaintenanceRecord",通用支撑,v3:name:工程维护
FG-governance-maintenance-support-01,GRSS-GC-JL-11,蒸炉维护保养记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/蒸炉维护保养记录表.md,工程部,"Employee, MaintenanceRecord",通用支撑,v3:name:工程维护
FG-process-version-01,GRSS-GC-JL-12,设备变更申请、评估记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/设备变更申请、评估记录.md,工程部,"ChangeApproval, ChangeEvent, ChangeVerificationRecord, Employee, Location",研发/变更,v3:研发版本
FG-governance-maintenance-support-01,GRSS-GC-JL-13,设备台账,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/设备台账.md,工程部,"Location, MaintenanceRecord",通用支撑,v3:fallback 工程部
FG-governance-maintenance-support-01,GRSS-GC-JL-14,设备巡检记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/设备巡检记录表.md,工程部,"Employee, Location, MaintenanceRecord",通用支撑,v3:name:工程维护
FG-governance-maintenance-support-01,GRSS-GC-JL-15,设施设备验收记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/设施设备验收记录.md,工程部,"Employee, Location, MaintenanceRecord, Supplier",采购/来料,v3:name:工程维护
FG-governance-maintenance-support-01,GRSS-GC-JL-16,金属探测机维修保养记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/工程部/金属探测机维修保养记录表.md,工程部,"Employee, Location, MaintenanceRecord",通用支撑,v3:name:工程维护
FG-batch-inventory-movement-01,GRSS-YX-JL-01,产品销售登记表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/营销部/产品销售登记表.md,营销部,"Document, Employee, InventoryMovement, Location, Product, ProductionBatch",仓储/库存,v3:库存流转
FG-trace-recall-01,GRSS-YX-JL-02,产品召回申请单,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/营销部/召回演练/产品召回申请单.md,营销部,"Document, Employee, Product, ProductRecall, ProductionBatch",销售/投诉/召回,v3:name:召回
FG-trace-recall-01,GRSS-YX-JL-03,产品召回计划,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/营销部/召回演练/产品召回计划.md,营销部,"Document, Employee, Product, ProductRecall, ProductionBatch",销售/投诉/召回,v3:name:召回
FG-trace-recall-01,GRSS-YX-JL-04,产品召回通知单,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/营销部/召回演练/产品召回通知单.md,营销部,"Document, Employee, Product, ProductRecall, ProductionBatch",销售/投诉/召回,v3:name:召回
FG-trace-recall-01,GRSS-YX-JL-05,召回演练记录与报告,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/营销部/召回演练/召回演练记录与报告.md,营销部,"CorrectiveAction, Document, Employee, ProductRecall",销售/投诉/召回,v3:name:召回
FG-trace-recall-01,GRSS-YX-JL-06,投诉趋势分析,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/营销部/投诉趋势分析.md,营销部,"Complaint, Document, Employee",销售/投诉/召回,v3:name:召回
FG-governance-supplier-evaluation-01,GRSS-YX-JL-07,运输商的定期考核表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/营销部/运输商的定期考核表.md,营销部,"Document, Inspection, NonConformance, Supplier",品质/检验,v3:name:运输商考核
FG-batch-inventory-movement-01,GRSS-YX-JL-08,销售出库单,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/营销部/销售出库单.md,营销部,"Document, Employee, InventoryMovement, Location, Product",仓储/库存,v3:库存流转
FG-trace-recall-01,GRSS-YX-JL-09,顾客投诉处理报告单,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/营销部/顾客投诉处理报告单.md,营销部,"Complaint, CorrectiveAction, Document, Employee, Product, ProductionBatch",销售/投诉/召回,v3:name:召回
FG-governance-management-review-01,GRSS-YX-JL-10,顾客满意度调查表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/营销部/顾客满意度调查表.md,营销部,"CorrectiveAction, Document, Employee, Inspection, Product",品质/检验,v3:name:顾客满意度输入
FG-governance-support-operations-01,GRSS-XZ-JL-01,人员管制区域,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/人员管制区域.md,行政人事部,"Employee, Location",通用支撑,v3:fallback 行政人事
FG-governance-support-operations-01,GRSS-XZ-JL-02,体系文件收发记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/体系文件收发记录表.md,行政人事部,DocumentIssuance,通用支撑,v3:fallback 行政人事
FG-governance-support-operations-01,GRSS-XZ-JL-03,供方沟通交流存档表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/供方沟通交流存档表.md,行政人事部,Supplier,采购/来料,v3:name:沟通支持
FG-governance-support-operations-01,GRSS-XZ-JL-04,信息沟通工作单,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/信息沟通工作单.md,行政人事部,"Document, Employee",通用支撑,v3:name:沟通支持
FG-quality-environment-01,GRSS-XZ-JL-05,内外部环境与风险机遇应对措施表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/内外部环境与风险机遇应对措施表.md,行政人事部,HazardAssessment,通用支撑,v3:环境卫生
FG-governance-training-01,GRSS-XZ-JL-06,内部审核首（末）次会议签到表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/内部审核首（末）次会议签到表.md,行政人事部,AuditRecord,通用支撑,v3:name:培训
FG-governance-support-operations-01,GRSS-XZ-JL-07,内部报告登记表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/内部报告登记表.md,行政人事部,"CorrectiveAction, Employee, NonConformance",品质/检验,v3:name:沟通支持
FG-quality-environment-01,GRSS-XZ-JL-08,卫生大比拼检查表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/卫生大比拼检查表.md,行政人事部,"CorrectiveAction, Inspection, Location",品质/检验,v3:环境卫生
FG-governance-maintenance-support-01,GRSS-XZ-JL-09,厂区绿化维护记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/厂区绿化维护记录.md,行政人事部,"Employee, Location, MaintenanceRecord",通用支撑,v3:name:工程维护
FG-quality-environment-01,GRSS-XZ-JL-10,厕所消毒记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/厕所消毒记录表.md,行政人事部,"CleaningRecord, Employee, Location",通用支撑,v3:环境卫生
FG-governance-support-operations-01,GRSS-XZ-JL-11,厨余垃圾统计表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/厨余垃圾统计表.md,行政人事部,"Employee, WasteRecord",通用支撑,v3:fallback 行政人事
FG-governance-visitor-access-01,GRSS-XZ-JL-12,后门外来车辆人员出入登记表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/后门外来车辆人员出入登记表.md,行政人事部,Visitor,管理与支持,v3:name:出入访客
FG-governance-visitor-access-01,GRSS-XZ-JL-13,员工外出放行条,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/员工外出放行条.md,行政人事部,Employee,通用支撑,v3:name:出入访客
FG-governance-training-01,GRSS-XZ-JL-14,培训记录评价表（在职）,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/培训记录评价表（在职）.md,行政人事部,TrainingRecord,管理与支持,v3:name:培训
FG-governance-training-01,GRSS-XZ-JL-15,培训需求申请单,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/培训需求申请单.md,行政人事部,"Employee, TrainingRecord",管理与支持,v3:name:培训
FG-governance-risk-assessment-01,GRSS-XZ-JL-16,外包服务食品安全风险评估、评价表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/外包服务食品安全风险评估、评价表.md,行政人事部,"HazardAssessment, Supplier",采购/来料,v3:风险评估
FG-governance-support-operations-01,GRSS-XZ-JL-17,外来文件清单,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/外来文件清单.md,行政人事部,"Document, Employee",通用支撑,v3:fallback 行政人事
FG-governance-support-operations-01,GRSS-XZ-JL-18,工作联系单,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/工作联系单.md,行政人事部,"Document, Employee",通用支撑,v3:name:沟通支持
FG-batch-inventory-movement-01,GRSS-XZ-JL-19,工厂钥匙每月盘点记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/工厂钥匙每月盘点记录表.md,行政人事部,StockCount,仓储/库存,v3:库存流转
FG-governance-support-operations-01,GRSS-XZ-JL-20,年度应急演练计划,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/年度应急演练计划.md,行政人事部,"AuditRecord, Employee",通用支撑,v3:fallback 行政人事
FG-governance-support-operations-01,GRSS-XZ-JL-21,应急预案演练和评审记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/应急预案演练和评审记录.md,行政人事部,CorrectiveAction,通用支撑,v3:fallback 行政人事
FG-governance-support-operations-01,GRSS-XZ-JL-22,文件借阅复制记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/文件借阅复制记录.md,行政人事部,"Document, Employee",通用支撑,v3:fallback 行政人事
FG-governance-support-operations-01,GRSS-XZ-JL-23,文件发放（领用）登记表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/文件发放（领用）登记表.md,行政人事部,DocumentIssuance,通用支撑,v3:fallback 行政人事
FG-governance-support-operations-01,GRSS-XZ-JL-24,文件归档登记表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/文件归档登记表.md,行政人事部,"Document, DocumentIssuance, Employee",通用支撑,v3:fallback 行政人事
FG-governance-support-operations-01,GRSS-XZ-JL-25,文件收发记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/文件收发记录表.md,行政人事部,"Document, DocumentIssuance, Employee",通用支撑,v3:fallback 行政人事
FG-process-version-01,GRSS-XZ-JL-26,文件更改申请表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/文件更改申请表.md,行政人事部,"ChangeEvent, Document, Employee",研发/变更,v3:研发版本
FG-governance-support-operations-01,GRSS-XZ-JL-27,文件销毁审批表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/文件销毁审批表.md,行政人事部,"Document, Employee",通用支撑,v3:fallback 行政人事
FG-governance-training-01,GRSS-XZ-JL-28,新员工入职培训记录档案,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/新员工入职培训记录档案.md,行政人事部,TrainingRecord,管理与支持,v3:name:培训
FG-quality-environment-01,GRSS-XZ-JL-29,日常卫生打扫记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/日常卫生打扫记录表.md,行政人事部,CleaningRecord,通用支撑,v3:环境卫生
FG-governance-visitor-access-01,GRSS-XZ-JL-30,来宾进入车间健康及保密声明,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/来宾进入车间健康及保密声明.md,行政人事部,Visitor,管理与支持,v3:name:出入访客
FG-governance-visitor-access-01,GRSS-XZ-JL-31,来访人员登记表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/来访人员登记表.md,行政人事部,"Employee, Visitor",管理与支持,v3:name:出入访客
FG-batch-sample-01,GRSS-XZ-JL-32,样品接收单,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/样品接收单.md,行政人事部,"Employee, Material, MaterialInspection, MaterialLot, Supplier",品质/检验,v3:留样
FG-governance-support-operations-01,GRSS-XZ-JL-33,法律法规清单,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/法律法规清单.md,行政人事部,"Document, Regulation",管理与支持,v3:name:沟通支持
FG-governance-support-operations-01,GRSS-XZ-JL-34,洗衣房工作记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/洗衣房工作记录表.md,行政人事部,CleaningRecord,通用支撑,v3:fallback 行政人事
FG-batch-inventory-movement-01,GRSS-XZ-JL-35,洗衣房工衣库存明细,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/洗衣房工衣库存明细.md,行政人事部,StockCount,仓储/库存,v3:库存流转
FG-batch-inventory-movement-01,GRSS-XZ-JL-36,礼品出入库登记表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/礼品出入库登记表.md,行政人事部,InventoryMovement,仓储/库存,v3:库存流转
FG-governance-support-operations-01,GRSS-XZ-JL-37,礼品领用记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/礼品领用记录.md,行政人事部,Employee,通用支撑,v3:fallback 行政人事
FG-governance-management-review-01,GRSS-XZ-JL-38,管理评审会议纪要,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/管理评审会议纪要.md,行政人事部,"AuditRecord, Document, Employee, ManagementReview",管理与支持,v3:name:管理评审
FG-governance-management-review-01,GRSS-XZ-JL-39,管理评审报告,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/管理评审报告.md,行政人事部,"AuditRecord, CorrectiveAction, Document, Employee, ManagementReview",管理与支持,v3:name:管理评审
FG-governance-support-operations-01,GRSS-XZ-JL-40,组织架构图,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/组织架构图.md,行政人事部,"Department, Document",通用支撑,v3:name:沟通支持
FG-quality-environment-01,GRSS-XZ-JL-41,组织环境因素及相关方需求和期望识别表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/组织环境因素及相关方需求和期望识别表.md,行政人事部,"Document, HazardAssessment",通用支撑,v3:环境卫生
FG-governance-support-operations-01,GRSS-XZ-JL-42,记录处理审批单,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/记录处理审批单.md,行政人事部,"Document, Employee",通用支撑,v3:name:沟通支持
FG-governance-support-operations-01,GRSS-XZ-JL-43,记录汇总清单,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/记录汇总清单.md,行政人事部,Document,通用支撑,v3:name:沟通支持
FG-governance-visitor-access-01,GRSS-XZ-JL-44,货物放行条,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/货物放行条.md,行政人事部,"Employee, InventoryMovement, MaterialLot",仓储/库存,v3:name:出入访客
FG-governance-audit-01,GRSS-XZ-JL-45,质检大抽检检查记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/质检大抽检检查记录表.md,行政人事部,Inspection,品质/检验,v3:审核检查
FG-governance-audit-01,GRSS-XZ-JL-46,车间人员操作情况检查考核表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/车间人员操作情况检查考核表.md,行政人事部,Inspection,品质/检验,v3:审核检查
FG-governance-audit-01,GRSS-XZ-JL-47,邮件包裹检查记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/邮件包裹检查记录表.md,行政人事部,Inspection,品质/检验,v3:审核检查
FG-governance-visitor-access-01,GRSS-XZ-JL-48,钥匙借用登记录表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/钥匙借用登记录表.md,行政人事部,"AssetLoanRecord, Employee",管理与支持,v3:name:出入访客
FG-governance-food-safety-team-01,GRSS-XZ-JL-49,食品安全小组,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/食品安全小组.md,行政人事部,"Employee, Organization",管理与支持,v3:食品安全治理
FG-governance-food-safety-team-01,GRSS-XZ-JL-50,食品安全文化建设计划执行及评价情况,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/食品安全文化建设计划执行及评价情况.md,行政人事部,"Employee, FoodSafetyCultureRecord, TrainingRecord",管理与支持,v3:食品安全治理
FG-quality-environment-01,GRSS-XZ-JL-51,食堂卫生及食品安全检查记录,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/行政人事部/食堂卫生及食品安全检查记录.md,行政人事部,"Inspection, NonConformance",品质/检验,v3:环境卫生
FG-quality-product-inspection-01,GRSS-ZJ-JL-01,下料单个重量记录表-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/下料单个重量记录表-质检.md,质检组,"Employee, Location, ProcessRecord",通用支撑,v3:产品检验
FG-quality-product-inspection-01,GRSS-ZJ-JL-02,中后段车间成品首检记录表-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/中后段车间成品首检记录表-质检.md,质检组,"Employee, Inspection, MeasuringEquipment, NonConformance, Product, ProductionBatch",品质/检验,v3:产品检验
FG-quality-product-inspection-01,GRSS-ZJ-JL-03,产品中心温度记录表-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/产品中心温度记录表-质检.md,质检组,"CCPRecord, Employee, Location, NonConformance, ProductionBatch",生产执行,v3:产品检验
FG-quality-product-inspection-01,GRSS-ZJ-JL-04,产品品评记录-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/产品品评记录-质检.md,质检组,"Employee, Inspection, Location, ProductionBatch",品质/检验,v3:产品检验
FG-quality-product-inspection-01,GRSS-ZJ-JL-05,产品质量抽查表-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/产品质量抽查表-质检.md,质检组,"Employee, Inspection, Location, ProductionBatch",品质/检验,v3:产品检验
FG-quality-product-inspection-01,GRSS-ZJ-JL-06,仓库成品抽检记录表-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/仓库成品抽检记录表-质检.md,质检组,"Employee, Inspection, Product, ProductionBatch, ReworkRecord",品质/检验,v3:产品检验
FG-quality-product-inspection-01,GRSS-ZJ-JL-07,后段成品抽检记录表-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/后段成品抽检记录表-质检.md,质检组,"Employee, Inspection, Location, Product, ProductionBatch",品质/检验,v3:产品检验
FG-quality-product-inspection-01,GRSS-ZJ-JL-08,后段车间净含量检验记录表-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/后段车间净含量检验记录表-质检.md,质检组,"Employee, Inspection, Location, Product",品质/检验,v3:产品检验
FG-quality-environment-01,GRSS-ZJ-JL-09,员工每日健康卫生检查记录-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/员工每日健康卫生检查记录-质检.md,质检组,"CleaningRecord, Employee, Location, NonConformance",品质/检验,v3:环境卫生
FG-governance-maintenance-support-01,GRSS-ZJ-JL-10,巡检过程异常记录表-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/巡检过程异常记录表-质检.md,质检组,"Employee, NonConformance",品质/检验,v3:name:工程维护
FG-quality-product-inspection-01,GRSS-ZJ-JL-11,机头浆料比重、料温、纸托跟进表-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/机头浆料比重、料温、纸托跟进表-质检.md,质检组,"Employee, Location, ProcessRecord",通用支撑,v3:产品检验
FG-quality-environment-01,GRSS-ZJ-JL-12,每日卫生检查记录表-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/每日卫生检查记录表-质检.md,质检组,"Employee, Location, ProcessRecord",通用支撑,v3:环境卫生
FG-quality-product-inspection-01,GRSS-ZJ-JL-13,氮气机、干燥机、除水过滤跟进表-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/氮气机、干燥机、除水过滤跟进表-质检.md,质检组,"Employee, EnvironmentRecord, Location",通用支撑,v3:产品检验
FG-quality-product-inspection-01,GRSS-ZJ-JL-14,氮气记录表-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/氮气记录表-质检.md,质检组,"CleaningRecord, Employee, Location",通用支撑,v3:产品检验
FG-quality-environment-01,GRSS-ZJ-JL-15,洁净车间正负压跟进表-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/洁净车间正负压跟进表-质检.md,质检组,"EnvironmentRecord, Location",通用支撑,v3:环境卫生
FG-quality-ccp-01,GRSS-ZJ-JL-16,温湿度记录表-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/温湿度记录表-质检.md,质检组,"CCPRecord, Employee, Location, NonConformance, ProductionBatch",生产执行,v3:CCP
FG-governance-maintenance-support-01,GRSS-ZJ-JL-17,烤炉过程巡检表-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/烤炉过程巡检表-质检.md,质检组,"Employee, Inspection, Location, ProductionBatch",品质/检验,v3:name:工程维护
FG-quality-environment-01,GRSS-ZJ-JL-18,车间内包膜间消毒检查表-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/车间内包膜间消毒检查表-质检.md,质检组,"Employee, Inspection, Location",品质/检验,v3:环境卫生
FG-quality-environment-01,GRSS-ZJ-JL-19,车间环境监控检验记录-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/车间环境监控检验记录-质检.md,质检组,"Employee, Inspection, Location, Product",品质/检验,v3:环境卫生
FG-quality-product-inspection-01,GRSS-ZJ-JL-20,酒精房抽检记录表-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/酒精房抽检记录表-质检.md,质检组,"Employee, Location, ProcessRecord",通用支撑,v3:产品检验
FG-quality-environment-01,GRSS-ZJ-JL-21,鸡蛋房消毒池抽检记录-质检,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/质检组/鸡蛋房消毒池抽检记录-质检.md,质检组,"Employee, Inspection, Product, ProductionBatch, ReworkRecord",品质/检验,v3:环境卫生
FG-governance-supplier-documents-01,GRSS-CG-JL-01,供应商台账,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/采购部/供应商台账.md,采购部,Supplier,采购/来料,v3:name:供应商资料
FG-governance-supplier-documents-01,GRSS-CG-JL-02,供应商现场审核报告,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/采购部/供应商现场审核报告.md,采购部,"AuditRecord, Document, Employee, Supplier",采购/来料,v3:name:供应商资料
FG-governance-supplier-evaluation-01,GRSS-CG-JL-03,供应商绩效评估表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/采购部/供应商绩效评估表.md,采购部,"Document, Employee, Inspection, Material, Supplier",品质/检验,v3:name:供应商评价
FG-governance-supplier-evaluation-01,GRSS-CG-JL-04,供应商评价表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/采购部/供应商评价表.md,采购部,"Document, Employee, Inspection, Material, Supplier",品质/检验,v3:name:供应商评价
FG-governance-supplier-documents-01,GRSS-CG-JL-05,供应商调查问卷表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/采购部/供应商调查问卷表.md,采购部,"Document, Employee, Material, Supplier",采购/来料,v3:name:供应商资料
FG-batch-material-lot-01,GRSS-CG-JL-06,原辅料验收台账,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/采购部/原辅料验收台账.md,采购部,"Document, Employee, Material, MaterialInspection, MaterialLot, Supplier",品质/检验,v3:物料批次
FG-governance-supplier-documents-01,GRSS-CG-JL-07,合格供应方资料台账,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/采购部/合格供应方资料台账.md,采购部,"Document, Material, Supplier",采购/来料,v3:name:供应商资料
FG-governance-supplier-evaluation-01,GRSS-CG-JL-08,新准入供应商评价表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/采购部/新准入供应商评价表.md,采购部,"Document, Employee, Inspection, Material, Supplier",品质/检验,v3:name:供应商评价
FG-governance-supplier-documents-01,GRSS-CG-JL-09,物资采购计划单,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/采购部/物资采购计划单.md,采购部,"Document, Employee, Material, MaterialLot, Supplier",采购/来料,v3:fallback 采购
FG-quality-incoming-inspection-01,GRSS-CG-JL-10,紧急采购申请单,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/采购部/紧急采购申请单.md,采购部,"Document, Employee, Material, MaterialInspection, MaterialLot, Supplier",品质/检验,v3:entity MaterialInspection
FG-governance-supplier-documents-01,GRSS-CG-JL-11,采购合同,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/采购部/采购合同.md,采购部,"Document, Material, MaterialLot, Supplier",采购/来料,v3:name:供应商资料
FG-process-version-01,GRSS-CG-JL-12,采购物资分类明细表,/Users/jiashenglin/Desktop/mybrain/文件管理体系/当前公司/04-记录表单/采购部/采购物资分类明细表.md,采购部,"ChangeEvent, Document, Employee, Location, Material",研发/变更,v3:研发版本
